"","R","G","B","x","y","type","imname","zoiCx","zoiCy"
"687",252,255,110,2296.98850574713,1640.96551724138,"Y","111",2174,1572
"688",227,238,81,1923.42528735632,1391.54022988506,"Y","111",2174,1572
"689",251,255,122,1921.12643678161,1388.09195402299,"Y","111",2174,1572
"690",244,255,128,1919.97701149425,1386.94252873563,"Y","111",2174,1572
"691",231,244,43,1932.62068965517,1376.59770114943,"Y","111",2174,1572
"692",57,101,48,700.32183908046,670.747126436782,"G","112_Klee_Gras",744,665
"693",53,103,40,698.022988505747,652.35632183908,"G","112_Klee_Gras",744,665
"694",92,135,82,683.080459770115,635.114942528736,"G","112_Klee_Gras",744,665
"695",75,129,51,676.183908045977,627.068965517241,"G","112_Klee_Gras",744,665
"696",62,117,59,655.494252873563,613.275862068965,"G","112_Klee_Gras",744,665
"697",101,139,92,615.264367816092,601.781609195402,"G","112_Klee_Gras",744,665
"698",22,59,7,544,594.885057471264,"G","112_Klee_Gras",744,665
"699",48,87,34,511.816091954023,593.735632183908,"G","112_Klee_Gras",744,665
"700",105,161,70,509.51724137931,575.344827586207,"G","112_Klee_Gras",744,665
"701",110,156,81,465.83908045977,555.804597701149,"G","112_Klee_Gras",744,665
"702",0,25,0,442.850574712644,563.850574712644,"G","112_Klee_Gras",744,665
"703",72,116,67,414.114942528736,563.850574712644,"G","112_Klee_Gras",744,665
"704",93,138,53,452.045977011494,543.16091954023,"G","112_Klee_Gras",744,665
"705",65,118,28,430.206896551724,527.068965517241,"G","112_Klee_Gras",744,665
"706",92,127,85,370.436781609195,504.080459770115,"G","112_Klee_Gras",744,665
"707",20,57,16,433.655172413793,494.885057471264,"G","112_Klee_Gras",744,665
"708",71,103,54,458.942528735632,489.137931034483,"G","112_Klee_Gras",744,665
"709",21,58,7,473.885057471264,454.655172413793,"G","112_Klee_Gras",744,665
"710",140,188,104,446.298850574713,442.011494252874,"G","112_Klee_Gras",744,665
"711",144,186,112,450.896551724138,422.471264367816,"G","112_Klee_Gras",744,665
"712",0,19,0,424.459770114943,404.080459770115,"G","112_Klee_Gras",744,665
"713",100,157,80,387.67816091954,394.885057471264,"G","112_Klee_Gras",744,665
"714",49,87,38,369.287356321839,377.643678160919,"G","112_Klee_Gras",744,665
"715",56,101,44,435.954022988506,384.540229885057,"G","112_Klee_Gras",744,665
"716",86,124,65,463.540229885057,369.597701149425,"G","112_Klee_Gras",744,665
"717",149,192,113,484.229885057471,345.459770114942,"G","112_Klee_Gras",744,665
"718",14,58,0,568.137931034483,324.770114942529,"G","112_Klee_Gras",744,665
"719",100,153,81,601.471264367816,319.022988505747,"G","112_Klee_Gras",744,665
"720",164,203,146,612.965517241379,309.827586206897,"G","112_Klee_Gras",744,665
"721",30,80,19,639.402298850575,294.885057471264,"G","112_Klee_Gras",744,665
"722",87,141,66,655.494252873563,290.287356321839,"G","112_Klee_Gras",744,665
"723",87,145,58,684.229885057471,262.701149425287,"G","112_Klee_Gras",744,665
"724",82,120,61,653.195402298851,265,"G","112_Klee_Gras",744,665
"725",93,148,46,650.896551724138,252.35632183908,"G","112_Klee_Gras",744,665
"726",77,124,69,681.931034482759,227.068965517241,"G","112_Klee_Gras",744,665
"727",77,136,54,644,229.367816091954,"G","112_Klee_Gras",744,665
"728",64,95,38,577.333333333333,197.183908045977,"G","112_Klee_Gras",744,665
"729",95,131,69,560.091954022988,200.632183908046,"G","112_Klee_Gras",744,665
"730",17,31,6,534.804597701149,215.574712643678,"G","112_Klee_Gras",744,665
"731",61,98,29,515.264367816092,232.816091954023,"G","112_Klee_Gras",744,665
"732",9,40,0,481.931034482758,243.16091954023,"G","112_Klee_Gras",744,665
"733",2,41,0,450.896551724138,246.609195402299,"G","112_Klee_Gras",744,665
"734",27,77,0,416.413793103448,252.35632183908,"G","112_Klee_Gras",744,665
"735",85,133,57,400.32183908046,248.908045977011,"G","112_Klee_Gras",744,665
"736",61,102,26,384.229885057471,246.609195402299,"G","112_Klee_Gras",744,665
"737",106,155,89,356.643678160919,263.850574712644,"G","112_Klee_Gras",744,665
"738",41,73,26,337.103448275862,275.344827586207,"G","112_Klee_Gras",744,665
"739",76,115,48,310.666666666667,287.988505747126,"G","112_Klee_Gras",744,665
"740",104,149,66,275.034482758621,312.126436781609,"G","112_Klee_Gras",744,665
"741",14,53,0,264.689655172414,329.367816091954,"G","112_Klee_Gras",744,665
"742",144,189,36,265.83908045977,359.252873563218,"G","112_Klee_Gras",744,665
"743",96,135,70,286.528735632184,362.701149425287,"G","112_Klee_Gras",744,665
"744",9,29,2,300.32183908046,339.712643678161,"G","112_Klee_Gras",744,665
"745",91,142,75,952.045977011494,436.264367816092,"G","112_Klee_Gras",744,665
"746",48,83,27,855.494252873563,435.114942528736,"G","112_Klee_Gras",744,665
"747",93,136,46,948.597701149425,428.218390804598,"G","112_Klee_Gras",744,665
"748",54,102,18,883.080459770115,442.011494252874,"G","112_Klee_Gras",744,665
"749",0,40,0,895.724137931034,400.632183908046,"G","112_Klee_Gras",744,665
"750",30,62,23,910.666666666667,397.183908045977,"G","112_Klee_Gras",744,665
"751",55,105,44,885.379310344828,356.954022988506,"G","112_Klee_Gras",744,665
"752",117,156,103,896.873563218391,313.275862068965,"G","112_Klee_Gras",744,665
"753",59,104,47,926.758620689655,294.885057471264,"G","112_Klee_Gras",744,665
"754",33,68,26,964.689655172414,277.643678160919,"G","112_Klee_Gras",744,665
"755",95,155,23,1017.5632183908,279.942528735632,"G","112_Klee_Gras",744,665
"756",140,190,127,1030.20689655172,289.137931034483,"G","112_Klee_Gras",744,665
"757",137,191,97,1054.34482758621,269.597701149425,"G","112_Klee_Gras",744,665
"758",37,87,26,1047.44827586207,279.942528735632,"G","112_Klee_Gras",744,665
"759",99,145,96,986.528735632184,244.310344827586,"G","112_Klee_Gras",744,665
"760",34,85,18,1031.35632183908,231.666666666667,"G","112_Klee_Gras",744,665
"761",58,115,46,1025.6091954023,228.218390804598,"G","112_Klee_Gras",744,665
"762",0,12,12,1104.91954022989,184.540229885057,"G","112_Klee_Gras",744,665
"763",69,122,50,1071.58620689655,224.770114942529,"G","112_Klee_Gras",744,665
"764",52,106,48,993.425287356322,217.873563218391,"G","112_Klee_Gras",744,665
"765",61,107,43,949.747126436782,229.367816091954,"G","112_Klee_Gras",744,665
"766",33,72,15,940.551724137931,231.666666666667,"G","112_Klee_Gras",744,665
"767",91,146,89,988.827586206897,204.080459770115,"G","112_Klee_Gras",744,665
"768",59,113,51,1029.05747126437,214.425287356322,"G","112_Klee_Gras",744,665
"769",96,153,85,1054.34482758621,216.724137931034,"G","112_Klee_Gras",744,665
"770",252,255,250,521.011494252874,742.011494252873,"W","112_Klee_Gras",744,665
"771",244,245,213,355.494252873563,720.172413793103,"W","112_Klee_Gras",744,665
"773",227,214,179,511.816091954023,481.091954022988,"W","112_Klee_Gras",744,665
"775",251,250,219,489.977011494253,197.183908045977,"W","112_Klee_Gras",744,665
"776",255,255,221,498.022988505747,197.183908045977,"W","112_Klee_Gras",744,665
"777",206,206,172,881.931034482759,774.19540229885,"W","112_Klee_Gras",744,665
"779",238,236,223,901.471264367816,919.022988505747,"W","112_Klee_Gras",744,665
"780",186,233,178,2502.31034482759,2154.01149425287,"G","113_Klee_Gras",2923,1677
"781",81,150,61,2552.88505747126,2144.81609195402,"G","113_Klee_Gras",2923,1677
"782",105,173,90,2688.51724137931,2135.62068965517,"G","113_Klee_Gras",2923,1677
"783",24,67,14,2749.4367816092,2132.1724137931,"G","113_Klee_Gras",2923,1677
"784",34,84,11,2533.34482758621,2104.58620689655,"G","113_Klee_Gras",2923,1677
"785",168,227,163,2521.85057471264,2082.74712643678,"G","113_Klee_Gras",2923,1677
"786",67,127,39,2627.59770114943,2075.85057471264,"G","113_Klee_Gras",2923,1677
"787",28,81,9,2548.28735632184,2034.47126436782,"G","113_Klee_Gras",2923,1677
"788",47,89,3,2591.96551724138,1997.68965517241,"G","113_Klee_Gras",2923,1677
"789",42,102,12,2642.54022988506,1967.80459770115,"G","113_Klee_Gras",2923,1677
"790",0,13,0,2562.08045977012,1929.87356321839,"G","113_Klee_Gras",2923,1677
"791",129,179,108,2667.8275862069,1885.04597701149,"G","113_Klee_Gras",2923,1677
"792",40,95,14,2711.50574712644,1822.97701149425,"G","113_Klee_Gras",2923,1677
"793",36,93,0,2519.55172413793,1826.42528735632,"G","113_Klee_Gras",2923,1677
"794",39,92,12,2637.94252873563,1775.85057471264,"G","113_Klee_Gras",2923,1677
"795",114,173,89,2547.13793103448,1728.72413793103,"G","113_Klee_Gras",2923,1677
"796",113,171,33,2719.55172413793,1694.24137931034,"G","113_Klee_Gras",2923,1677
"797",74,127,37,2594.26436781609,1674.70114942529,"G","113_Klee_Gras",2923,1677
"798",13,57,0,2601.16091954023,1647.11494252874,"G","113_Klee_Gras",2923,1677
"799",13,61,3,2665.52873563218,1642.51724137931,"G","113_Klee_Gras",2923,1677
"800",106,177,107,2516.10344827586,1612.63218390805,"G","113_Klee_Gras",2923,1677
"801",127,162,108,2614.95402298851,1552.86206896552,"G","113_Klee_Gras",2923,1677
"802",48,107,17,2567.8275862069,1554.01149425287,"G","113_Klee_Gras",2923,1677
"803",0,22,0,2501.16091954023,1502.28735632184,"G","113_Klee_Gras",2923,1677
"804",7,43,0,2556.33333333333,1454.01149425287,"G","113_Klee_Gras",2923,1677
"805",64,109,52,2537.94252873563,1442.51724137931,"G","113_Klee_Gras",2923,1677
"806",7,26,0,2548.28735632184,1343.66666666667,"G","113_Klee_Gras",2923,1677
"807",0,31,0,2712.65517241379,1335.62068965517,"G","113_Klee_Gras",2923,1677
"808",0,14,0,2672.42528735632,1348.26436781609,"G","113_Klee_Gras",2923,1677
"809",74,144,0,2823,1228.72413793103,"G","113_Klee_Gras",2923,1677
"810",132,190,131,2844.83908045977,1304.58620689655,"G","113_Klee_Gras",2923,1677
"811",58,123,19,2906.90804597701,1341.36781609195,"G","113_Klee_Gras",2923,1677
"812",60,133,0,2994.26436781609,1301.13793103448,"G","113_Klee_Gras",2923,1677
"813",42,106,9,3005.75862068966,1565.50574712644,"G","113_Klee_Gras",2923,1677
"814",46,111,9,3044.83908045977,1648.26436781609,"G","113_Klee_Gras",2923,1677
"815",53,120,7,3126.44827586207,1595.3908045977,"G","113_Klee_Gras",2923,1677
"816",0,46,0,3164.37931034483,1487.34482758621,"G","113_Klee_Gras",2923,1677
"817",126,185,105,3247.13793103448,1543.66666666667,"G","113_Klee_Gras",2923,1677
"818",49,101,27,3163.22988505747,1472.40229885057,"G","113_Klee_Gras",2923,1677
"819",75,147,47,3168.97701149425,1454.01149425287,"G","113_Klee_Gras",2923,1677
"820",24,90,0,3268.97701149425,1367.80459770115,"G","113_Klee_Gras",2923,1677
"821",82,167,1,3221.85057471264,1321.8275862069,"G","113_Klee_Gras",2923,1677
"822",0,25,0,3303.45977011494,1317.22988505747,"G","113_Klee_Gras",2923,1677
"823",14,69,0,3270.12643678161,1454.01149425287,"G","113_Klee_Gras",2923,1677
"824",9,51,1,3290.81609195402,1657.45977011494,"G","113_Klee_Gras",2923,1677
"825",54,120,23,3318.40229885057,1834.47126436782,"G","113_Klee_Gras",2923,1677
"826",121,177,104,3337.94252873563,1909.18390804598,"G","113_Klee_Gras",2923,1677
"827",67,118,49,3340.24137931035,2005.73563218391,"G","113_Klee_Gras",2923,1677
"828",127,181,106,3316.10344827586,2091.94252873563,"G","113_Klee_Gras",2923,1677
"829",83,160,18,3270.12643678161,2128.72413793103,"G","113_Klee_Gras",2923,1677
"830",112,170,111,3151.73563218391,2147.11494252874,"G","113_Klee_Gras",2923,1677
"831",101,181,0,2932.19540229885,2125.27586206897,"G","113_Klee_Gras",2923,1677
"832",106,181,0,2919.55172413793,2087.34482758621,"G","113_Klee_Gras",2923,1677
"833",78,135,64,2978.1724137931,2050.5632183908,"G","113_Klee_Gras",2923,1677
"834",23,59,11,2898.86206896552,1996.54022988506,"G","113_Klee_Gras",2923,1677
"835",64,131,28,2965.52873563218,1965.50574712644,"G","113_Klee_Gras",2923,1677
"836",68,133,13,2851.73563218391,1847.11494252874,"G","113_Klee_Gras",2923,1677
"837",88,161,105,2832.19540229885,1791.94252873563,"G","113_Klee_Gras",2923,1677
"838",73,128,63,2865.52873563218,1777,"G","113_Klee_Gras",2923,1677
"839",249,255,235,2823,2047.11494252874,"W","113_Klee_Gras",2923,1677
"841",241,251,216,2801.16091954023,2047.11494252874,"W","113_Klee_Gras",2923,1677
"842",254,255,248,2798.86206896552,2049.41379310345,"W","113_Klee_Gras",2923,1677
"843",255,255,253,2789.66666666667,2043.66666666667,"W","113_Klee_Gras",2923,1677
"848",255,255,251,3117.25287356322,1952.86206896552,"W","113_Klee_Gras",2923,1677
"850",233,251,237,3212.65517241379,1998.83908045977,"W","113_Klee_Gras",2923,1677
"851",240,255,244,3231.04597701149,1998.83908045977,"W","113_Klee_Gras",2923,1677
"852",248,255,248,2844.83908045977,1545.96551724138,"W","113_Klee_Gras",2923,1677
"854",86,107,4,2588.51724137931,1417.81609195402,"G","11",3023,950
"855",221,230,137,2632.19540229885,1412.06896551724,"G","11",3023,950
"856",95,129,32,2765.52873563218,1401.72413793103,"G","11",3023,950
"857",133,167,54,2843.68965517241,1401.72413793103,"G","11",3023,950
"858",81,96,0,2995.41379310345,1398.27586206897,"G","11",3023,950
"859",126,180,20,3137.94252873563,1391.37931034483,"G","11",3023,950
"860",115,135,36,3241.3908045977,1369.54022988506,"G","11",3023,950
"861",191,188,117,3037.94252873563,1359.19540229885,"G","11",3023,950
"862",63,77,0,2921.85057471264,1330.45977011494,"G","11",3023,950
"863",154,169,84,3124.14942528736,1302.87356321839,"G","11",3023,950
"864",135,171,35,3145.98850574713,1286.7816091954,"G","11",3023,950
"865",149,157,84,2941.3908045977,1167.24137931034,"G","11",3023,950
"866",100,126,27,3154.03448275862,1141.95402298851,"G","11",3023,950
"867",36,46,0,2996.5632183908,1113.2183908046,"G","11",3023,950
"868",22,16,0,2856.33333333333,1060.34482758621,"G","11",3023,950
"869",78,84,0,3029.89655172414,1048.85057471264,"G","11",3023,950
"870",120,115,57,2724.14942528736,961.494252873563,"G","11",3023,950
"871",89,109,14,2885.06896551724,918.965517241379,"G","11",3023,950
"872",113,112,58,2871.27586206897,898.275862068965,"G","11",3023,950
"873",85,115,15,2740.24137931034,864.942528735632,"G","11",3023,950
"874",155,152,73,2804.6091954023,836.206896551724,"G","11",3023,950
"875",115,127,41,2671.27586206897,833.908045977011,"G","11",3023,950
"876",83,90,12,2651.73563218391,781.034482758621,"G","11",3023,950
"877",23,23,0,2693.11494252874,740.804597701149,"G","11",3023,950
"878",79,94,0,2608.05747126437,700.574712643678,"G","11",3023,950
"879",95,117,34,2687.36781609195,600.574712643678,"G","11",3023,950
"880",184,215,98,2651.73563218391,579.885057471264,"G","11",3023,950
"881",92,106,19,2763.22988505747,529.310344827586,"G","11",3023,950
"882",107,127,16,2636.79310344828,535.057471264368,"G","11",3023,950
"883",95,120,18,2619.55172413793,513.218390804598,"G","11",3023,950
"884",164,165,87,2758.63218390805,500.574712643678,"G","11",3023,950
"885",41,48,0,2767.8275862069,552.298850574713,"G","11",3023,950
"886",14,6,0,2759.7816091954,587.931034482759,"G","11",3023,950
"887",0,14,0,2793.11494252874,574.137931034483,"G","11",3023,950
"888",52,61,0,2787.36781609195,554.597701149425,"G","11",3023,950
"889",34,48,0,2802.31034482759,537.35632183908,"G","11",3023,950
"890",184,107,79,3329.89655172414,835.057471264368,"R","11",3023,950
"891",244,232,252,297.126436781609,1322.98850574713,"V","11",550,1600
"892",248,235,253,289.080459770115,1326.4367816092,"V","11",550,1600
"893",253,236,254,279.885057471264,1314.94252873563,"V","11",550,1600
"894",245,228,244,289.080459770115,1308.04597701149,"V","11",550,1600
"895",252,240,254,291.379310344828,1317.24137931034,"V","11",550,1600
"896",251,236,255,281.034482758621,1319.54022988506,"V","11",550,1600
"897",248,240,251,289.080459770115,1298.85057471264,"V","11",550,1600
"898",244,235,254,301.724137931034,1296.55172413793,"V","11",550,1600
"899",246,232,255,444.252873563218,1481.6091954023,"V","11",550,1600
"900",245,236,255,430.459770114943,1490.80459770115,"V","11",550,1600
"901",243,231,253,430.459770114943,1477.01149425287,"V","11",550,1600
"902",250,232,254,435.057471264368,1467.81609195402,"V","11",550,1600
"903",222,207,238,439.655172413793,1459.77011494253,"V","11",550,1600
"904",236,222,248,427.011494252874,1463.2183908046,"V","11",550,1600
"905",251,237,252,425.862068965517,1470.11494252874,"V","11",550,1600
"906",243,228,235,531.609195402299,1472.41379310345,"V","11",550,1600
"907",248,240,253,716.666666666667,1797.70114942529,"V","11",550,1600
"908",253,248,255,706.32183908046,1798.85057471264,"V","11",550,1600
"909",242,230,250,699.425287356322,1798.85057471264,"V","11",550,1600
"910",253,248,254,720.114942528736,1795.40229885057,"V","11",550,1600
"911",250,245,252,732.758620689655,1790.80459770115,"V","11",550,1600
"912",232,223,244,733.908045977012,1787.35632183908,"V","11",550,1600
"913",80,133,45,2213,1309.42528735632,"G","12",2613,960
"914",74,118,31,2341.73563218391,1294.48275862069,"G","12",2613,960
"915",73,112,5,2549.7816091954,1284.13793103448,"G","12",2613,960
"916",205,242,165,2780.81609195402,1289.88505747126,"G","12",2613,960
"917",81,130,12,2881.96551724138,1274.94252873563,"G","12",2613,960
"918",83,115,40,2532.54022988506,1274.94252873563,"G","12",2613,960
"919",145,186,118,2599.20689655172,1248.50574712644,"G","12",2613,960
"920",17,39,0,2652.08045977011,1140.45977011494,"G","12",2613,960
"921",200,241,165,2815.29885057471,1087.58620689655,"G","12",2613,960
"922",84,140,41,2863.57471264368,1022.06896551724,"G","12",2613,960
"923",96,137,59,2503.80459770115,910.574712643678,"G","12",2613,960
"924",20,52,3,2713,871.494252873563,"G","12",2613,960
"925",133,187,76,2577.36781609195,879.540229885057,"G","12",2613,960
"926",67,116,27,2240.58620689655,969.195402298851,"G","12",2613,960
"927",70,118,16,2502.65517241379,874.942528735632,"G","12",2613,960
"928",87,131,42,2524.49425287356,847.35632183908,"G","12",2613,960
"929",82,120,17,2283.11494252874,758.850574712644,"G","12",2613,960
"930",120,173,81,2541.73563218391,720.919540229885,"G","12",2613,960
"931",222,254,204,2445.18390804598,699.080459770115,"G","12",2613,960
"932",181,230,151,2546.33333333333,627.816091954023,"G","12",2613,960
"933",112,143,65,2479.66666666667,625.51724137931,"G","12",2613,960
"934",82,127,42,2721.04597701149,623.218390804598,"G","12",2613,960
"935",45,87,15,2810.70114942529,657.701149425287,"G","12",2613,960
"936",41,91,0,2884.26436781609,822.068965517241,"G","12",2613,960
"937",99,147,29,2692.31034482759,737.011494252874,"G","12",2613,960
"938",53,99,0,2947.48275862069,592.183908045977,"G","12",2613,960
"939",74,115,36,2990.01149425287,557.701149425287,"G","12",2613,960
"940",58,112,14,2855.52873563218,535.862068965517,"G","12",2613,960
"941",86,140,18,3015.29885057471,579.540229885057,"G","12",2613,960
"942",110,156,83,2948.63218390805,738.16091954023,"G","12",2613,960
"943",111,158,80,2956.67816091954,877.241379310345,"G","12",2613,960
"944",88,134,44,2972.77011494253,1016.32183908046,"G","12",2613,960
"945",122,185,80,2993.45977011494,1149.65517241379,"G","12",2613,960
"946",71,116,23,2872.77011494253,1342.75862068966,"G","12",2613,960
"947",73,118,25,2755.52873563218,1202.52873563218,"G","12",2613,960
"948",124,165,69,2917.59770114943,1079.54022988506,"G","12",2613,960
"949",125,178,86,2579.66666666667,968.045977011494,"G","12",2613,960
"950",100,138,35,2698.05747126437,774.942528735632,"G","12",2613,960
"951",37,74,7,2529.09195402299,563.448275862069,"G","12",2613,960
"952",96,148,48,2538.28735632184,568.045977011494,"G","12",2613,960
"953",39,82,11,2254.37931034483,549.655172413793,"G","12",2613,960
"954",83,122,29,2198.05747126437,516.32183908046,"G","12",2613,960
"955",11,46,0,2178.51724137931,600.229885057471,"G","12",2613,960
"956",111,158,78,2217.59770114943,687.586206896552,"G","12",2613,960
"957",60,104,17,2318.74712643678,657.701149425287,"G","12",2613,960
"958",254,255,250,2415.29885057471,1422.06896551724,"W","12",2613,960
"959",255,255,253,2415.29885057471,1419.77011494253,"W","12",2613,960
"960",90,125,71,1797.14942528736,1966.74712643678,"G","13",1796,2061
"961",164,209,144,1800.59770114943,1964.44827586207,"G","13",1796,2061
"962",49,85,21,1814.3908045977,1936.86206896552,"G","13",1796,2061
"963",35,77,0,1782.20689655172,1905.8275862069,"G","13",1796,2061
"964",34,70,0,1838.52873563218,1900.08045977011,"G","13",1796,2061
"965",97,142,57,1786.80459770115,1885.13793103448,"G","13",1796,2061
"966",75,119,32,1753.47126436782,1851.80459770115,"G","13",1796,2061
"967",84,130,21,1810.94252873563,1828.81609195402,"G","13",1796,2061
"968",5,32,0,1744.27586206897,1836.86206896552,"G","13",1796,2061
"969",162,198,137,1678.75862068966,1912.72413793103,"G","13",1796,2061
"970",138,179,109,1608.64367816092,1957.55172413793,"G","13",1796,2061
"971",51,96,1,1545.42528735632,1959.85057471264,"G","13",1796,2061
"972",149,184,90,1535.08045977011,1985.13793103448,"G","13",1796,2061
"973",43,90,0,1524.73563218391,2016.1724137931,"G","13",1796,2061
"974",118,158,35,1476.45977011494,2052.95402298851,"G","13",1796,2061
"975",89,121,10,1439.67816091954,2046.05747126437,"G","13",1796,2061
"976",199,237,198,1344.27586206897,2008.12643678161,"G","13",1796,2061
"977",117,164,50,1337.37931034483,1967.89655172414,"G","13",1796,2061
"978",65,105,9,1330.48275862069,1932.26436781609,"G","13",1796,2061
"979",104,144,45,1323.58620689655,1871.34482758621,"G","13",1796,2061
"980",69,95,0,1366.11494252874,1855.25287356322,"G","13",1796,2061
"981",14,41,0,1382.20689655172,1811.57471264368,"G","13",1796,2061
"982",36,64,5,1428.18390804598,1831.11494252874,"G","13",1796,2061
"983",24,47,5,1460.36781609195,1813.87356321839,"G","13",1796,2061
"984",208,242,168,1615.54022988506,1810.42528735632,"G","13",1796,2061
"985",211,247,157,1635.08045977012,1773.64367816092,"G","13",1796,2061
"986",142,177,123,1685.65517241379,1711.57471264368,"G","13",1796,2061
"987",128,157,93,1643.12643678161,1733.41379310345,"G","13",1796,2061
"988",186,222,134,1628.18390804598,1686.28735632184,"G","13",1796,2061
"989",104,141,74,1573.01149425287,1674.79310344828,"G","13",1796,2061
"990",92,128,64,1561.51724137931,1682.83908045977,"G","13",1796,2061
"991",163,197,123,1591.40229885057,1696.63218390805,"G","13",1796,2061
"992",97,128,69,1494.85057471264,1605.8275862069,"G","13",1796,2061
"993",165,193,106,1478.75862068966,1629.96551724138,"G","13",1796,2061
"994",99,143,54,1478.75862068966,1640.31034482759,"G","13",1796,2061
"995",54,49,20,1501.74712643678,1677.09195402299,"G","13",1796,2061
"996",64,65,25,1544.27586206897,1698.93103448276,"G","13",1796,2061
"997",55,48,32,1485.65517241379,1690.88505747126,"G","13",1796,2061
"998",48,43,23,1417.83908045977,1679.3908045977,"G","13",1796,2061
"999",195,224,116,1392.55172413793,1677.09195402299,"G","13",1796,2061
"1000",151,197,63,1317.83908045977,1647.20689655172,"G","13",1796,2061
"1001",32,59,0,1391.40229885057,1633.41379310345,"G","13",1796,2061
"1002",129,142,72,1418.98850574713,1586.28735632184,"G","13",1796,2061
"1003",48,60,12,1408.64367816092,1581.68965517241,"G","13",1796,2061
"1004",226,255,175,1381.05747126437,1572.49425287356,"G","13",1796,2061
"1005",226,206,156,1621.28735632184,1586.28735632184,"G","13",1796,2061
"1006",193,183,134,1650.02298850575,1593.18390804598,"G","13",1796,2061
"1007",58,66,9,1677.6091954023,1604.67816091954,"G","13",1796,2061
"1008",97,96,68,1741.97701149425,1623.06896551724,"G","13",1796,2061
"1009",170,154,129,1745.42528735632,1593.18390804598,"G","13",1796,2061
"1010",145,147,82,1790.25287356322,1590.88505747126,"G","13",1796,2061
"1011",61,104,61,1812.09195402299,1597.7816091954,"G","13",1796,2061
"1012",66,101,59,1820.13793103448,1613.87356321839,"G","13",1796,2061
"1013",47,38,7,1864.96551724138,1632.26436781609,"G","13",1796,2061
"1014",36,72,8,1843.12643678161,1601.22988505747,"G","13",1796,2061
"1015",80,99,54,1871.86206896552,1608.12643678161,"G","13",1796,2061
"1016",78,111,0,1908.64367816092,1625.36781609195,"G","13",1796,2061
"1017",174,215,119,1963.81609195402,1605.8275862069,"G","13",1796,2061
"1018",101,94,42,1989.10344827586,1600.08045977011,"G","13",1796,2061
"1019",75,126,0,2010.94252873563,1588.58620689655,"G","13",1796,2061
"1020",211,242,172,2046.57471264368,1623.06896551724,"G","13",1796,2061
"1021",196,227,185,2145.42528735632,1631.11494252874,"G","13",1796,2061
"1022",112,151,72,2197.14942528736,1642.6091954023,"G","13",1796,2061
"1023",52,84,0,2164.96551724138,1593.18390804598,"G","13",1796,2061
"1024",35,62,11,2243.12643678161,1651.80459770115,"G","13",1796,2061
"1025",87,129,53,2235.08045977011,1723.06896551724,"G","13",1796,2061
"1026",54,95,1,2235.08045977011,1763.29885057471,"G","13",1796,2061
"1027",144,177,96,2214.3908045977,1874.79310344828,"G","13",1796,2061
"1028",24,65,0,2090.25287356322,1969.04597701149,"G","13",1796,2061
"1029",154,183,91,2028.18390804598,2009.27586206897,"G","13",1796,2061
"1030",150,192,58,1974.16091954023,1996.63218390805,"G","13",1796,2061
"1031",151,193,119,1939.67816091954,2004.67816091954,"G","13",1796,2061
"1032",162,203,99,2002.89655172414,2043.75862068966,"G","13",1796,2061
"1033",100,126,29,2056.91954022989,2080.54022988506,"G","13",1796,2061
"1034",231,238,145,2140.8275862069,2095.48275862069,"G","13",1796,2061
"1035",86,125,34,2160.36781609195,2085.13793103448,"G","13",1796,2061
"1036",116,145,26,2174.16091954023,2072.49425287356,"G","13",1796,2061
"1037",102,144,36,2192.55172413793,2055.25287356322,"G","13",1796,2061
"1038",79,118,25,2210.94252873563,2032.26436781609,"G","13",1796,2061
"1039",144,190,42,2240.8275862069,2020.77011494253,"G","13",1796,2061
"1040",130,169,40,2250.02298850575,2020.77011494253,"G","13",1796,2061
"1041",146,182,82,2255.77011494253,2005.8275862069,"G","13",1796,2061
"1042",246,254,117,1451.1724137931,2556.40229885057,"Y","13",1796,2061
"1043",225,219,33,1466.11494252874,2557.55172413793,"Y","13",1796,2061
"1044",245,255,47,1396,2543.75862068966,"Y","13",1796,2061
"1045",246,227,47,1332.7816091954,2527.66666666667,"Y","13",1796,2061
"1046",240,217,43,1322.4367816092,2527.66666666667,"Y","13",1796,2061
"1047",226,210,26,1321.28735632184,2516.1724137931,"Y","13",1796,2061
"1048",157,150,8,1335.08045977012,2512.72413793103,"Y","13",1796,2061
"1049",232,234,47,1332.7816091954,2490.88505747126,"Y","13",1796,2061
"1050",222,228,0,1356.91954022989,2493.18390804598,"Y","13",1796,2061
"1051",245,250,86,1339.67816091954,2465.59770114943,"Y","13",1796,2061
"1052",235,228,16,1423.58620689655,2426.51724137931,"Y","13",1796,2061
"1053",236,250,49,1422.4367816092,2390.88505747126,"Y","13",1796,2061
"1054",245,251,39,1421.28735632184,2388.58620689655,"Y","13",1796,2061
"1055",252,255,145,1410.94252873563,2316.1724137931,"Y","13",1796,2061
"1056",248,255,177,1422.4367816092,2317.32183908046,"Y","13",1796,2061
"1057",246,255,130,1396,2281.68965517241,"Y","13",1796,2061
"1058",255,255,111,1386.80459770115,2282.83908045977,"Y","13",1796,2061
"1059",231,218,25,1385.65517241379,2272.49425287356,"Y","13",1796,2061
"1060",224,218,20,1391.40229885057,2272.49425287356,"Y","13",1796,2061
"1061",227,241,22,1378.75862068966,2240.31034482759,"Y","13",1796,2061
"1062",244,253,38,1379.90804597701,2234.5632183908,"Y","13",1796,2061
"1063",205,199,0,1338.52873563218,2203.52873563218,"Y","13",1796,2061
